snr_db,tau_seconds,target_A_res_hz,K_required_hz,actual_A_res_hz,trial_index,seed,decoded_success,decoded_message,reported_snr,reported_drift,reported_frequency,runtime_seconds
-30.0,30,0.25,0.7740402796960969,0.24999999999999983,78,2026100278,1,K1ABC FN42 33,-30,0,10.140200,0.3042099499998585
-30.0,30,0.25,0.7740402796960969,0.24999999999999983,79,2026100279,1,K1ABC FN42 33,-31,0,10.140200,0.3000561340004424
-30.0,30,0.25,0.7740402796960969,0.24999999999999983,83,2026100283,1,K1ABC FN42 33,-30,0,10.140200,0.048669816000256105
-30.0,30,0.25,0.7740402796960969,0.24999999999999983,81,2026100281,1,K1ABC FN42 33,-30,0,10.140200,0.24622503899990988
-30.0,30,0.25,0.7740402796960969,0.24999999999999983,85,2026100285,1,K1ABC FN42 33,-29,0,10.140200,0.049874250999891956
-30.0,30,0.25,0.7740402796960969,0.24999999999999983,86,2026100286,1,K1ABC FN42 33,-30,0,10.140200,0.06171556400022382
-30.0,30,0.25,0.7740402796960969,0.24999999999999983,82,2026100282,1,K1ABC FN42 33,-30,0,10.140200,0.2572931830000016
-30.0,30,0.25,0.7740402796960969,0.24999999999999983,80,2026100280,0,,,,,0.5135113589994944
-30.0,30,0.25,0.7740402796960969,0.24999999999999983,84,2026100284,1,K1ABC FN42 33,-29,0,10.140200,0.32958232999953907
-30.0,30,0.25,0.7740402796960969,0.24999999999999983,87,2026100287,1,K1ABC FN42 33,-29,0,10.140200,0.23918791500000225
-30.0,30,0.25,0.7740402796960969,0.24999999999999983,90,2026100290,1,K1ABC FN42 33,-30,0,10.140200,0.10230398099974991
-30.0,30,0.25,0.7740402796960969,0.24999999999999983,88,2026100288,1,K1ABC FN42 33,-30,0,10.140200,0.25086999900031515
-30.0,30,0.25,0.7740402796960969,0.24999999999999983,91,2026100291,1,K1ABC FN42 33,-30,0,10.140200,0.059695834999729414
-30.0,30,0.25,0.7740402796960969,0.24999999999999983,93,2026100293,1,K1ABC FN42 33,-29,0,10.140200,0.04474563700023282
-30.0,30,0.25,0.7740402796960969,0.24999999999999983,89,2026100289,1,K1ABC FN42 33,-30,0,10.140200,0.23533331899943732
